"","words","term.freq","doc.freq"
"9629","press.the",1,1
"9630","climates",5,5
"9631","huntingdon",1,1
"9632","sensitive",1,1
"9633","inimical",2,2
"9634","irritate",2,2
"9635","tread",3,3
"9636","insect",1,1
"9637","shameful",2,2
"9638","unnoticed",1,1
"9639","refuted",1,1
"9640","bosom",1,1
"9641","manly",1,1
"9642","forbearance",9,9
"9643","tended",1,1
"9644","libels",1,1
"9645","licentious",1,1
"9646","mischievously",1,1
"9647","strength.you",1,1
"9648","rejoice",2,2
"9649","elphinstone",3,3
"9650","bombay",10,7
"9651","censorship",1,1
"9652","arisen",4,4
"9653","benefactor.to",1,1
"9654","diffusion",2,2
"9655","accelerate",1,1
"9656","heighten",1,1
"9657","stern",1,1
"9658","chasers",1,1
"9659","cuba",2,2
"9660","yellow",2,2
"9661","waist",8,8
"9662","painted",2,2
"9663","coppered",1,1
"9664","mark.intelligence",1,1
"9665","marseilles",1,1
"9666","oran",1,1
"9667","algiers",3,3
"9668","month.a",1,1
"9669","anderston",1,1
"9670","rutherglen",1,1
"9671","lesmahogow",1,1
"9672","easton",1,1
"9673","prompt.the",1,1
"9674","hibernia",1,1
"9675","m'eachren",1,1
"9676","clyde",2,2
"9677","maldonado",1,1
"9678","saved.discovery",1,1
"9679","horna",1,1
"9680","deg",2,1
"9681","monte",1,1
"9682","video",1,1
"9683","valparaiso",2,2
"9684","ashore",10,10
"9685","seals",3,3
"9686","whales",7,4
"9687","shetland.accounts",0,0
"9688","constantinople",1,1
"9689","annouce",1,1
"9690","armaments",1,1
"9691","pursued.â",1,1
"9692","hostages",1,1
"9693","pledges",1,1
"9694","fidelity",1,1
"9695","hips",1,1
"9696","dignitaries",1,1
"9697","astrologers",1,1
"9698","bagdad",1,1
"9699","bassurah",1,1
"9700","arabs",2,2
"9701","facilitated",1,1
"9702","parket-boats",1,1
"9703","intelligenceproposed",1,1
"9704","americaaccounts",1,1
"9705","beenreceived",1,1
"9706","nature.â",1,1
"9707","plate.â",3,3
"9708","gomez",1,1
"9709","envoy",2,1
"9710","cazes",2,1
"9711","colonsolidation",1,1
"9712","america.this",1,1
"9713","continental",4,3
"9714","austria",3,3
"9715","resisting",1,1
"9716","catholic",4,3
"9717","transferred",2,2
"9718","execution.on",1,1
"9719","rondeau",1,1
"9720","director",5,4
"9721","discussed",1,1
"9722","lately-sworn",1,1
"9723","alteration",3,3
"9724","chambers",2,2
"9725","reigning",2,1
"9726","incline",1,1
"9727","protectors",1,1
"9728","connexion",2,2
"9729","expect.it",1,1
"9730","envoys",1,1
"9731","shoud",1,1
"9732","minstry",1,1
"9733","conciliate.our",1,1
"9734","feating",1,1
"9735","contamination",1,1
"9736","contactâ",1,1
"9737","delicacy",1,1
"9738","commendable",1,1
"9739","ascendacy",1,1
"9740","plate",3,3
"9741","ministers.we",1,1
"9742","originate",1,1
"9743","lucca",2,2
"9744","emigration.we",1,1
"9745","recommendations",4,4
"9746","buchanan",4,3
"9747","publicity",2,2
"9748","observing",10,10
"9749","eminently",2,1
"9750","statesm",1,1
"9751","agency",2,2
"9752","consuls(withoutany",1,1
"9753","trieal",1,1
"9754","unlocated",1,1
"9755","summers",2,2
"9756","expectations.it",1,1
"9757","hope(extract",1,1
"9758","aurora",3,2
"9759","hasty",1,1
"9760","availing",2,2
"9761","pearson",3,2
"9762","bothwell",4,2
"9763","pritchard",1,1
"9764","vessels.we",1,1
"9765","propitious",2,2
"9766","blooming",1,1
"9767","langour",1,1
"9768","transition",1,1
"9769","element",2,2
"9770","currants",1,1
"9771","suet",1,1
"9772","oatmeal",3,3
"9773","vinegar",1,1
"9774","mustard",2,2
"9775","spices",1,1
"9776","comfortably",2,2
"9777","commodiously",1,1
"9778","bickerings",2,2
"9779","fractured",1,1
"9780","teapots",1,1
"9781","mislaid",1,1
"9782","culinary",1,1
"9783","government.although",1,1
"9784","shews",2,2
"9785","egotism",1,1
"9786","excused",1,1
"9787","boasting",1,1
"9788","sincerity",2,2
"9789","orange",1,1
"9790","incident",2,2
"9791","mutual",3,3
"9792","friendshipâ",1,1
"9793","parental",1,1
"9794","mindful",1,1
"9795","filial",1,1
"9796","intelligencewe",2,2
"9797","donkin",1,1
"9798","esblished",0,0
"9799","world.we",1,1
"9800","abeona",2,1
"9801","condessa",2,1
"9802","ponte",2,1
"9803","marenham",1,1
"9804","escaped",8,7
"9805","lat",6,3
"9806","longâ",1,1
"9807","madge",1,1
"9808","girls",4,4
"9809","event.demerara",1,1
"9810","registrat",1,1
"9811","triennial",1,1
"9812","reporter",1,1
"9813","creoles",2,1
"9814","forty-six",2,2
"9815","planters",1,1
"9816","induglent",1,1
"9817","propiertors",2,2
"9818","africans",1,1
"9819","donomination",1,1
"9820","emigration.â",8,8
"9821","officialenquiries",1,1
"9822","applications",7,5
"9823","stly",1,1
"9824","passages",1,1
"9825","dly",2,1
"9826","empowered",2,2
"9827","diemen's",25,17
"9828","references",1,1
"9829","applicant",3,3
"9830","least.colonial",1,1
"9831","intelligencesuccess",1,1
"9832","cutch",2,1
"9833","sindeans",3,1
"9834","carrick's",1,1
"9835","affairs:â",1,1
"9836","hearer",1,1
"9837","culville's",1,1
"9838","consisted",7,7
"9839","intellience",1,1
"9840","irishman",3,3
"9841","colville",1,1
"9842","blair",3,2
"9843","day-light",1,1
"9844","drug",1,1
"9845","hee",1,1
"9846","paricularly",1,1
"9847","geneva",1,1
"9848","cholera",5,4
"9849","rages",1,1
"9850","manner.the",1,1
"9851","grande",1,1
"9852","artigas",1,1
"9853","portuguese",3,3
"9854","insurgent",1,1
"9855","portugal",6,4
"9856","peru",21,7
"9857","chilians",1,1
"9858","pisco",1,1
"9859","martin",5,3
"9860","partisans",1,1
"9861","irritated",1,1
"9862","lima",14,3
"9863","speaks",3,3
"9864","commander-in-chief",1,1
"9865","serna",1,1
"9866","mar",2,2
"9867","o'reilly",1,1
"9868","observin",1,1
"9869","martin's",1,1
"9870","vallembrozo",1,1
"9871","re-embark",1,1
"9872","desert",1,1
"9873","proclaim",1,1
"9874","cochrane",1,1
"9875","defenceless",1,1
"9876","coast.letters",1,1
"9877","there.â",1,1
"9878","pheasant",1,1
"9879","myrmidon",1,1
"9880","snapper",1,1
"9881","thistle",1,1
"9882","morgiana",1,1
"9883","gambia",3,1
"9884","dread",2,2
"9885","finlason",1,1
"9886","amicable",1,1
"9887","morgania",1,1
"9888","dochard",1,1
"9889","gray",4,3
"9890","sago",1,1
"9891","intelligencesierra",1,1
"9892","satisafactory",3,3
"9893","pressit",1,1
"9894","cruizing",1,1
"9895","purpose.earthquake",1,1
"9896","zante",1,1
"9897","horror",9,9
"9898","zante.â",1,1
"9899","lasted",3,3
"9900","shocks",2,1
"9901","providentially",4,4
"9902","theloss",1,1
"9903","pulled",1,1
"9904","steeples",1,1
"9905","impassable",1,1
"9906","walking",2,2
"9907","implicit",1,1
"9908","god.â",1,1
"9909","clearing",1,1
"9910","dollars.â",1,1
"9911","cow",1,1
"9912","sheep",6,5
"9913","plough",3,2
"9914","harrow",1,1
"9915","dollars.)â",1,1
"9916","choosing",2,2
"9917","reverse",3,2
"9918","lottery",3,2
"9919","could.â",1,1
"9920","obviousâ",1,1
"9921","pend",1,1
"9922","flatter",1,1
"9923","stuff",1,1
"9924","outweigh",1,1
"9925","visited.â",0,0
"9926","stout",2,2
"9927","cumbersome",1,1
"9928","re-shipping",1,1
"9929","person.â",1,1
"9930","comparison",1,1
"9931","travels",1,1
"9932","continuing",1,1
"9933","wood.â",1,1
"9934","carpenters",3,3
"9935","stopped",3,3
"9936","livelihood",1,1
"9937","hidden",1,1
"9938","darkly",1,1
"9939","barter",8,8
"9940","mixture",3,2
"9941","intermixed",1,1
"9942","uncomfortable",1,1
"9943","spending",1,1
"9944","sabbath",4,3
"9945","loathsome",1,1
"9946","dissuade",1,1
"9947","canadaprovincial",1,1
"9948","houses:â",1,1
"9949","assemblywhen",1,1
"9950","proceedings[?].upon",1,1
"9951","discussions",3,2
"9952","sessesion",1,1
"9953","bearings.you",1,1
"9954","unmerited",1,1
"9955","wast",1,1
"9956","ort",1,1
"9957","palsied",1,1
"9958","powerless[?].when",1,1
"9959","summon",1,1
"9960","deplore",1,1
"9961","lasting",1,1
"9962","blessingsof",1,1
"9963","re[?]ved",1,1
"9964","centuries",2,2
"9965","ctise",1,1
"9966","precedent",3,3
"9967","im[?]imperial",1,1
"9968","thik",1,1
"9969","wiser",1,1
"9970","desired.after",1,1
"9971","skelton",4,3
"9972","leith",30,23
"9973","hobart",8,6
"9974","half-pay",1,1
"9975","losses",2,2
"9976","intimated",5,4
"9977","repeal",7,4
"9978","salaray",1,1
"9979","receiver",1,1
"9980","parliament.the",1,1
"9981","obstructions",1,1
"9982","river.an",1,1
"9983","messenger",2,2
"9984","schism",1,1
"9985","reigned",1,1
"9986","public.by",1,1
"9987","vigilant",1,1
"9988","persian",1,1
"9989","gulph",2,2
"9990","disaster",1,1
"9991","kier",1,1
"9992","lionel",1,1
"9993","impolicy",1,1
"9994","treacherous",1,1
"9995","vernment",1,1
"9996","valour.â",1,1
"9997","kutch",1,1
"9998","presidencies",2,1
"9999","trusting",1,1
"10000","empireâ",1,1
"10001","throuh",1,1
"10002","unexampled",1,1
"10003","landwe",0,0
"10004","dixon",2,2
"10005","hobert",1,1
"10006","health.â",1,1
"10007","surpasses",1,1
"10008","expectationâ",1,1
"10009","manhas",1,1
"10010","woody",1,1
"10011","behaves",1,1
"10012","reefed",2,1
"10013","strained",2,2
"10014","yarn",2,2
"10015","split",1,1
"10016","sail.extract",1,1
"10017","leyden",1,1
"10018","sullivan's",1,1
"10019","tomorrow",2,2
"10020","baravia",1,1
"10021","homewards",1,1
"10022","passageâ",1,1
"10023","novemberâ",1,1
"10024","entirelyâ",1,1
"10025","sealing",1,1
"10026","calmsâ",1,1
"10027","interspersed",1,1
"10028","nowâ",2,2
"10029","irregu",1,1
"10030","larly",1,1
"10031","norwegian",1,1
"10032","villageâ",1,1
"10033","wooden",3,3
"10034","pleases",1,1
"10035","m'quarrie",1,1
"10036","biscuits",1,1
"10037","ashets",1,1
"10038","wellâ",1,1
"10039","bush",1,1
"10040","pickpockets",1,1
"10041","emancipation",6,4
"10042","midship",1,1
"10043","chuse",1,1
"10044","hatchet",2,1
"10045","can't",3,3
"10046","papers.new",1,1
"10047","stonington",1,1
"10048","seventy-three",1,1
"10049","iceland",1,1
"10050","spokethe",1,1
"10051","wilner",1,1
"10052","chilian",2,1
"10053","surrender",1,1
"10054","chilians.may",1,1
"10055","gigantic",4,4
"10056","importing",2,2
"10057","teas",2,2
"10058","missouri",4,2
"10059","embraces",1,1
"10060","constituting",1,1
"10061","comprehend",1,1
"10062","subsidiary",1,1
"10063","refreshing",1,1
"10064","beverage",1,1
"10065","commerse",1,1
"10066","china",14,11
"10067","states.may",1,1
"10068","arrivals",9,7
"10069","intelligenceafrica.â",1,1
"10070","colliver",1,1
"10071","comapny:â",1,1
"10072","readiness",1,1
"10073","forsts",1,1
"10074","ashantees",4,1
"10075","cruelly",1,1
"10076","murdered",10,10
"10077","fantes",1,1
"10078","moree",4,1
"10079","minutes",5,5
"10080","murderer",3,2
"10081","soliders",1,1
"10082","unforunate",1,1
"10083","perceiving",3,2
"10084","opponents",2,1
"10085","firection",1,1
"10086","keys",1,1
"10087","draw-bridge",1,1
"10088","fantees",3,1
"10089","drum",1,1
"10090","hastened",2,2
"10091","rallied",1,1
"10092","muster",1,1
"10093","immediatel",1,1
"10094","refreshment",2,2
"10095","stoppage",1,1
"10096","ashantee",1,1
"10097","intends",3,3
"10098","parties.new",1,1
"10099","shetlandâ",1,1
"10100","melville",5,3
"10101","docks",6,6
"10102","shetland",3,3
"10103","fishery",4,3
"10104","belogning",1,1
"10105","undermentioned",1,1
"10106","wrecked",3,3
"10107","viz.from",1,1
"10108","hannah",1,1
"10109","johnsonâ",1,1
"10110","knowles",1,1
"10111","cooper",1,1
"10112","joiner",1,1
"10113","colditch",1,1
"10114","pearman",1,1
"10115","pringle",3,3
"10116","richards",1,1
"10117","martin.from",1,1
"10118","minerva",3,2
"10119","burnâ",1,1
"10120","stephens",1,1
"10121","collilice",1,1
"10122","wisslock",1,1
"10123","wallar.from",1,1
"10124","troubridge",1,1
"10125","sherrardâ",1,1
"10126","forsham",1,1
"10127","humphreys",1,1
"10128","seaman",1,1
"10129","wolin",1,1
"10130","inglefield",1,1
"10131","swallow",1,1
"10132","parsonage",2,2
"10133","williams.captain",1,1
"10134","venus",2,2
"10135","nappue",1,1
"10136","easter",1,1
"10137","individuals:â",1,1
"10138","gibbs",1,1
"10139","jornan",1,1
"10140","boatswain",1,1
"10141","howson",1,1
"10142","carron",1,1
"10143","lockey",1,1
"10144","essex",4,4
"10145","ash",1,1
"10146","wares",1,1
"10147","aberden",2,2
"10148","roberts",1,1
"10149","havers",1,1
"10150","harwich",1,1
"10151","seamen.â",1,1
"10152","erecting",3,2
"10153","intelligencealarming",1,1
"10154","brunswick.â",1,1
"10155","eastport",2,1
"10156","unusually",2,2
"10157","raged",2,2
"10158","stephen's",1,1
"10159","calais",1,1
"10160","informant",2,2
"10161","enveloped",1,1
"10162","smoke.â",1,1
"10163","ground.â",1,1
"10164","paper.extract",1,1
"10165","chelmsford",1,1
"10166","lodgings",2,2
"10167","miles.â",1,1
"10168","ploughmen",2,1
"10169","footploughs",1,1
"10170","wrought-iron",1,1
"10171","coulters",1,1
"10172","iron-work",1,1
"10173","ransome's",1,1
"10174","barley",3,3
"10175","housekeeping",1,1
"10176","tithes",1,1
"10177","a-head",1,1
"10178","tails",1,1
"10179","dear.â",1,1
"10180","husbands.by",1,1
"10181","last.by",1,1
"10182","minutely",1,1
"10183","systemsâ",1,1
"10184","collectors",1,1
"10185","predatory",1,1
"10186","hordes",1,1
"10187","bheels",1,1
"10188","hindoustanee",1,1
"10189","disinterested",1,1
"10190","gilchrist",2,2
"10191","prepares",1,1
"10192","morbus",1,1
"10193","rigour",1,1
"10194","deccan.batavia",1,1
"10195","celebes",1,1
"10196","budekomba",1,1
"10197","deluged",1,1
"10198","bontain",2,1
"10199","boelekomba",1,1
"10200","boelekom",1,1
"10201","destructive",10,10
"10202","sackville-street",1,1
"10203","bakery",1,1
"10204","shay",1,1
"10205","milany",1,1
"10206","rung",1,1
"10207","seamean",1,1
"10208","engines",0,0
"10209","extinguish",2,2
"10210","block",3,2
"10211","sackville",2,2
"10212","blowers'-streets",1,1
"10213","croskill",1,1
"10214","neilson",1,1
"10215","muirhead",1,1
"10216","barrington",1,1
"10217","johnston",3,2
"10218","granville-street",1,1
"10219","consumed.for",1,1
"10220","entertaintained",1,1
"10221","insured",1,1
"10222","feltâ",1,1
"10223","orphan",2,2
"10224","worldly",1,1
"10225","tenements",1,1
"10226","occupied.to",1,1
"10227","property.america",1,1
"10228","amelia",3,2
"10229","sentinel",1,1
"10230","intelligencein",0,0
"10231","jamaiza",1,1
"10232","terible",1,1
"10233","us:â",1,1
"10234","liguanea.though",1,1
"10235","seasonable",1,1
"10236","staying",1,1
"10237","properties",1,1
"10238","canes",1,1
"10239","fodder",1,1
"10240","stock.we",1,1
"10241","infer",1,1
"10242","substituting",1,1
"10243","value.the",1,1
"10244","dordrecht",1,1
"10245","publishes",1,1
"10246","malady",1,1
"10247","samarang",1,1
"10248","sourabaya",1,1
"10249","infected.indiaâ",1,1
"10250","suited",2,2
"10251","alleviate",1,1
"10252","openings",1,1
"10253","cottons",1,1
"10254","rajpootha",1,1
"10255","warehouses",1,1
"10256","exorbitantly",1,1
"10257","crowns",1,1
"10258","indicidentally",1,1
"10259","exaggeration",1,1
"10260","bonds",2,2
"10261","premium",2,2
"10262","hindostan",1,1
"10263","ong",1,1
"10264","middlesex.the",1,1
"10265","sellers",1,1
"10266","buyers",3,3
"10267","badly",5,5
"10268","grumble",1,1
"10269","pigs",1,1
"10270","reaping",1,1
"10271","apples",2,2
"10272","rotting",1,1
"10273","barn-fulls",1,1
"10274","beatable",1,1
"10275","wealthier",1,1
"10276","stays",1,1
"10277","wealthy",3,2
"10278","one's",2,1
"10279","rulers",2,2
"10280","sickening",1,1
"10281","shades",2,2
"10282","incloses",2,2
"10283","miserty",1,1
"10284","world.â",2,2
"10285","disgustingly",2,2
"10286","dust",2,2
"10287","angles",2,2
"10288","half-born",2,2
"10289","raceâ",2,2
"10290","feverâ",2,2
"10291","vegetable",2,2
"10292","dietâ",2,2
"10293","blanket",2,2
"10294","fog",2,2
"10295","prevents",2,2
"10296","homeâ",2,2
"10297","greasy",2,2
"10298","messes",2,2
"10299","boiled",3,3
"10300","pulperias",2,2
"10301","squares",2,2
"10302","excuse",3,3
"10303","doubloons",2,2
"10304","debauchery",2,2
"10305","frailty",2,2
"10306","pizarro",2,2
"10307","pezuela",2,2
"10308","plunderer",2,2
"10309","teacher",2,2
"10310","immorality",4,4
"10311","deeds",2,2
"10312","incredibleâ",2,2
"10313","devil",2,2
"10314","devout",2,2
"10315","virgin",2,2
"10316","knaves",2,2
"10317","priestcraft",2,2
"10318","reigns",2,2
"10319","pasco",2,2
"10320","worked",3,3
"10321","mining",1,1
"10322","historian",2,2
"10323","pillory",2,2
"10324","liar.arica",2,2
"10325","hovels",2,2
"10326","mudâ",2,2
"10327","sand",4,4
"10328","bankâ",2,2
"10329","pepole",1,1
"10330","agueâ",2,2
"10331","harbour-master",3,3
"10332","bulsa",2,2
"10333","bladders",2,2
"10334","lashed",2,2
"10335","paddled",2,2
"10336","basket",2,2
"10337","vegetables",3,3
"10338","fetch",2,2
"10339","tropical",2,2
"10340","fruits.i",2,2
"10341","borrowed",6,4
"10342","crockery",2,2
"10343","asks",2,2
"10344","boxes",4,4
"10345","segar",2,2
"10346","chandlier",1,1
"10347","smoke.there",2,2
"10348","familes",1,1
"10349","idiotsâ",2,2
"10350","regain",2,2
"10351","exterminate",2,2
"10352","viceroyalty",2,2
"10353","estimated",8,6
"10354","thousandâ",2,2
"10355","millionsâ",2,2
"10356","indians.about",2,2
"10357","marketplace",2,2
"10358","sea-shore",4,2
"10359","cordillera.â",2,2
"10360","excellentâ",2,2
"10361","jauja",1,1
"10362","cordillera",0,0
"10363","contiued",1,1
"10364","league",2,2
"10365","starved",2,2
"10366","famished",2,2
"10367","ensue",5,5
"10368","andromeda",2,2
"10369","muddle",2,2
"10370","shandcaptain",1,1
"10371","kerr",2,2
"10372","touched",4,4
"10373","flocks",9,5
"10374","macarther",1,1
"10375","fineness",1,1
"10376","wool.â",1,1
"10377","toletably",1,1
"10378","australian",19,17
"10379","triton",1,1
"10380","fifty-eight",1,1
"10381","intelligenceeast",1,1
"10382","shippingcowes",1,1
"10383","pilor",1,1
"10384","southampton",1,1
"10385","triumph",2,2
"10386","daphane",1,1
"10387","cowes",2,1
"10388","experiencing",1,1
"10389","gale",5,5
"10390","lon",3,1
"10391","salem",2,2
"10392","helena",1,1
"10393","bombay.portsmouthaugust",1,1
"10394","sibbald",1,1
"10395","forbes",2,2
"10396","bombay.atlas",1,1
"10397","clifton",1,1
"10398","albion",6,4
"10399","hunter",7,4
"10400","london.the",1,1
"10401","ajax",1,1
"10402","gillett",1,1
"10403","bunyan",1,1
